"OverallQual","Neighborhood","GarageCars","LandSlope","GrLivArea","WoodDeckSF","MSZoning","SaleType","BsmtUnfSF","YearRemodAdd","HouseStyle","BsmtQual","SalesPrice"
7,"CollgCr",2.0,"Gtl",1836,120,"RL","WD",1836.0,2005,"1Story","Gd",216836.99999999983
8,"StoneBr",3.0,"Mod",3279,503,"RL","WD",234.0,2003,"2Story","Gd",538000.0000000003
5,"Sawyer",2.0,"Gtl",858,120,"RL","WD",173.0,1982,"SFoyer","Gd",134899.9999999999
4,"Edwards",2.0,"Gtl",1220,0,"RL","COD",0.0,1951,"1Story","Fa",102000.00000000003
6,"Edwards",2.0,"Gtl",1117,144,"RL","WD",480.0,1976,"SLvl","TA",107000.00000000003
5,"NAmes",1.0,"Gtl",912,0,"RL","COD",456.0,1958,"1Story","TA",114500.0000000001
8,"NridgHt",3.0,"Gtl",1973,315,"RL","New",1935.0,2006,"1Story","Gd",395000.0
6,"Mitchel",2.0,"Gtl",1204,0,"RM","WD",338.0,1998,"1Story","Ex",161999.99999999988
7,"CollgCr",3.0,"Gtl",1614,144,"RL","New",1594.0,2006,"1Story","Gd",221499.99999999994
5,"Sawyer",2.0,"Gtl",894,241,"RL","WD",102.0,1974,"1Story","TA",142500.0
5,"SawyerW",2.0,"Gtl",2020,0,"RH","WD",0.0,1977,"1Story","_NA",144000.00000000012
6,"Mitchel",2.0,"Gtl",1004,0,"RL","WD",0.0,1977,"SFoyer","Gd",135000.00000000012
7,"Gilbert",2.0,"Gtl",1253,220,"RL","WD",1237.0,1996,"1Story","Gd",176000.00000000006
6,"SawyerW",2.0,"Gtl",1603,0,"RL","WD",374.0,1992,"2Story","Gd",175899.99999999988
7,"CollgCr",2.0,"Gtl",1430,0,"RL","WD",1413.0,2002,"1Story","Gd",187100.0
5,"Mitchel",2.0,"Gtl",1110,303,"RL","WD",0.0,1978,"SFoyer","Gd",165499.99999999994
6,"OldTown",0.0,"Gtl",1484,0,"RM","WD",742.0,2001,"2.5Unf","TA",128000.00000000004
6,"NWAmes",2.0,"Gtl",1342,0,"RL","WD",491.0,1967,"1Story","TA",161500.00000000006
5,"OldTown",1.0,"Gtl",1652,0,"RM","WD",0.0,1950,"1.5Fin","Fa",138999.99999999994
7,"SawyerW",2.0,"Gtl",2084,0,"RL","WD",300.0,2004,"2Story","Gd",233000.00000000006
4,"OldTown",1.0,"Gtl",901,0,"RM","WD",901.0,2000,"1Story","TA",107900.00000000003
6,"ClearCr",2.0,"Gtl",2087,133,"RL","WD",264.0,2007,"2Story","TA",187500.00000000006
7,"Blmngtn",2.0,"Gtl",1145,100,"RL","WD",1129.0,2006,"1Story","Gd",160199.99999999988
6,"Mitchel",2.0,"Gtl",1062,120,"RL","WD",490.0,1976,"SLvl","Gd",146800.0
7,"NoRidge",2.0,"Gtl",2013,180,"RL","WD",255.0,1997,"2Story","Gd",269789.99999999994
8,"Somerst",2.0,"Gtl",1496,168,"RL","New",1496.0,2007,"1Story","Gd",225000.00000000015
7,"Gilbert",2.0,"Gtl",1895,143,"RL","WD",712.0,1996,"2Story","Gd",194500.00000000003
6,"SawyerW",2.0,"Gtl",1564,0,"RL","WD",650.0,1981,"2Story","Gd",171000.00000000003
6,"Sawyer",2.0,"Gtl",1285,138,"RL","WD",660.0,1977,"1Story","TA",143500.00000000012
5,"NAmes",1.0,"Gtl",773,0,"RL","WD",203.0,1953,"1Story","TA",109999.99999999991
9,"NridgHt",3.0,"Gtl",3140,144,"RL","New",1926.0,2009,"2Story","Ex",485000.00000000035
5,"SWISU",1.0,"Gtl",1768,0,"RL","WD",162.0,1950,"1.5Fin","Gd",175000.00000000003
6,"ClearCr",2.0,"Mod",1688,403,"RL","WD",154.0,1997,"2Story","Gd",200000.00000000006
4,"IDOTRR",2.0,"Gtl",1196,0,"RM","WD",999.0,1990,"1Story","TA",109900.00000000003
7,"CollgCr",2.0,"Gtl",1456,36,"RL","WD",80.0,2005,"2Story","Gd",189000.0
9,"NridgHt",3.0,"Gtl",2822,52,"RL","New",1734.0,2009,"2Story","Ex",582933.0
5,"NAmes",1.0,"Gtl",1128,0,"RL","WD",124.0,1954,"1Story","TA",117999.99999999991
7,"Somerst",2.0,"Gtl",1428,0,"RL","New",1417.0,2008,"1Story","Gd",227680.0000000001
5,"NAmes",1.0,"Gtl",980,68,"RL","WD",100.0,1967,"SLvl","TA",135499.99999999997
5,"BrkSide",2.0,"Gtl",1576,0,"RL","WD",15.0,2004,"2Story","TA",223500.0
5,"NAmes",2.0,"Gtl",1086,0,"RL","WD",380.0,1966,"SLvl","TA",159949.99999999985
5,"OldTown",2.0,"Gtl",2138,40,"RM","WD",849.0,1965,"2.5Unf","TA",106000.00000000004
6,"NWAmes",2.0,"Gtl",1309,265,"RL","WD",0.0,1999,"1Story","TA",180999.99999999985
6,"CollgCr",2.0,"Gtl",848,140,"RM","ConLD",186.0,2004,"1Story","Gd",144499.99999999997
5,"IDOTRR",2.0,"Mod",1044,0,"C (all)","WD",540.0,1952,"1Story","TA",55992.999999999985
6,"NAmes",1.0,"Gtl",1442,0,"RL","COD",834.0,1958,"1Story","TA",157900.00000000006
5,"Edwards",1.0,"Gtl",1250,207,"RL","WD",686.0,1950,"1.5Fin","TA",116000.00000000006
7,"CollgCr",2.0,"Gtl",1661,0,"RL","WD",1649.0,1998,"1Story","Gd",224899.99999999988
5,"NAmes",1.0,"Gtl",1008,0,"RL","WD",522.0,1954,"1Story","TA",137000.00000000012
8,"Mitchel",3.0,"Gtl",1689,150,"RL","WD",350.0,2002,"1Story","Gd",271000.0
6,"ClearCr",2.0,"Gtl",1052,0,"RL","WD",506.0,1971,"SLvl","TA",155000.0
7,"NridgHt",2.0,"Gtl",1358,192,"RL","New",625.0,2010,"1Story","Gd",224000.0000000001
7,"CollgCr",2.0,"Gtl",1640,0,"RL","WD",798.0,2003,"2Story","Gd",183000.00000000003
4,"OldTown",2.0,"Mod",936,0,"RM","WD",936.0,1953,"1Story","Fa",93000.0
7,"Gilbert",2.0,"Gtl",1733,100,"RL","WD",847.0,2003,"2Story","Gd",225000.00000000015
6,"SWISU",1.0,"Gtl",1489,335,"RL","WD",778.0,1950,"1.5Fin","TA",139499.9999999999
8,"Somerst",2.0,"Gtl",1489,0,"FV","New",1489.0,2006,"1Story","Gd",232599.9999999999
10,"NridgHt",3.0,"Gtl",2084,188,"RL","New",442.0,2008,"1Story","Ex",384999.9999999997
5,"BrkSide",0.0,"Gtl",784,0,"RM","WD",0.0,1950,"1.5Unf","TA",109500.00000000007
7,"SawyerW",2.0,"Gtl",1434,290,"RL","WD",1434.0,2001,"1Story","Gd",189000.0
5,"ClearCr",2.0,"Sev",2126,486,"RL","WD",0.0,1967,"2Story","TA",185000.00000000006
7,"Somerst",2.0,"Gtl",1223,0,"FV","WD",600.0,2005,"2Story","Gd",147399.9999999999
6,"NAmes",2.0,"Gtl",1392,0,"RL","WD",352.0,1957,"1Story","TA",166000.00000000003
7,"Somerst",2.0,"Gtl",1200,0,"FV","WD",600.0,2005,"2Story","Gd",151000.0000000001
7,"CollgCr",2.0,"Gtl",1829,192,"RL","WD",458.0,2003,"2Story","Gd",237000.00000000003
6,"NAmes",2.0,"Gtl",1516,0,"RL","WD",975.0,1964,"1Story","TA",166999.99999999988
5,"NAmes",2.0,"Gtl",1144,0,"RL","WD",572.0,1961,"1Story","TA",139949.99999999997
4,"Sawyer",2.0,"Gtl",1067,290,"RL","WD",625.0,1995,"1Story","Gd",128000.00000000004
5,"OldTown",2.0,"Gtl",1559,0,"RM","COD",1221.0,1973,"1Story","TA",153499.9999999999
6,"BrDale",1.0,"Gtl",987,0,"RM","WD",153.0,1973,"2Story","TA",100000.00000000001
5,"CollgCr",1.0,"Gtl",1099,278,"RL","WD",1099.0,2006,"1Story","Gd",144000.00000000012
5,"Edwards",1.0,"Gtl",1200,0,"RL","WD",416.0,1995,"1.5Fin","TA",130500.00000000012
6,"SWISU",1.0,"Gtl",1482,0,"RH","WD",516.0,1950,"2Story","TA",139999.9999999999
5,"OldTown",2.0,"Gtl",1539,70,"RM","WD",650.0,2002,"2Story","TA",157499.99999999994
6,"NAmes",2.0,"Gtl",1165,0,"RL","WD",276.0,1966,"SLvl","TA",174900.00000000012
5,"NAmes",0.0,"Gtl",1800,0,"RL","WD",1800.0,1961,"1Story","TA",141000.0
5,"OldTown",3.0,"Gtl",1416,418,"RM","WD",876.0,1950,"1.5Fin","TA",153899.99999999994
5,"Sawyer",2.0,"Gtl",1701,0,"RL","WD",0.0,1981,"SFoyer","Gd",171000.00000000003
7,"SawyerW",2.0,"Gtl",1775,234,"RL","WD",227.0,1993,"2Story","Gd",213000.00000000003
5,"CollgCr",1.0,"Gtl",864,0,"RL","WD",404.0,1972,"1Story","TA",133500.0000000001
6,"ClearCr",2.0,"Gtl",2358,486,"RL","WD",907.0,1997,"1.5Fin","TA",240000.00000000015
6,"Veenker",2.0,"Gtl",1855,113,"RL","WD",528.0,1994,"SLvl","TA",187000.00000000017
6,"CollgCr",2.0,"Gtl",848,140,"RM","WD",189.0,2003,"1Story","Gd",131500.0000000001
8,"Blmngtn",2.0,"Gtl",1456,143,"RL","WD",1273.0,2003,"1Story","Gd",215000.00000000006
7,"Crawfor",1.0,"Gtl",1646,0,"RL","WD",554.0,1950,"2.5Unf","TA",163999.99999999988
6,"NAmes",2.0,"Gtl",1445,180,"RL","WD",563.0,1964,"SLvl","TA",158000.00000000012
5,"Sawyer",2.0,"Gtl",1779,0,"RL","WD",372.0,1974,"1Story","TA",170000.0
5,"Sawyer",1.0,"Gtl",1040,0,"RL","WD",381.0,2010,"1Story","TA",126999.99999999996
6,"CollgCr",2.0,"Mod",1026,0,"RL","WD",0.0,1978,"SLvl","Gd",146999.9999999999
6,"Gilbert",2.0,"Gtl",1481,0,"RL","WD",702.0,1995,"2Story","Gd",173999.99999999997
7,"NWAmes",2.0,"Gtl",1370,0,"RL","WD",1090.0,1976,"1Story","Gd",151999.99999999997
6,"NWAmes",2.0,"Gtl",2654,0,"RL","WD",435.0,1984,"2Story","TA",249999.99999999983
7,"Crawfor",1.0,"Gtl",1426,0,"RL","WD",912.0,1998,"1.5Fin","TA",189950.00000000012
5,"Sawyer",2.0,"Gtl",1039,0,"RL","WD",198.0,1965,"1Story","TA",131500.0000000001
6,"SawyerW",2.0,"Gtl",1097,0,"RL","WD",702.0,1985,"1Story","Gd",151999.99999999997
5,"NAmes",1.0,"Gtl",1148,0,"RL","WD",0.0,1959,"1Story","TA",132499.99999999994
7,"Somerst",2.0,"Gtl",1372,0,"FV","New",1372.0,2008,"1Story","Ex",250579.99999999983
5,"NAmes",2.0,"Gtl",1002,0,"RL","WD",174.0,1970,"1Story","TA",148499.99999999997
8,"Timber",3.0,"Gtl",1646,192,"RL","New",1638.0,2007,"1Story","Gd",248899.99999999997
4,"Sawyer",2.0,"Gtl",1120,168,"RL","WD",108.0,1961,"1Story","TA",129000.00000000006
5,"Gilbert",2.0,"Gtl",2320,120,"RL","WD",0.0,1950,"2Story","_NA",169000.00000000012
7,"SawyerW",2.0,"Gtl",1949,156,"RL","WD",300.0,1994,"2Story","Gd",235999.99999999983
5,"NAmes",1.0,"Gtl",894,0,"RL","WD",894.0,1962,"1Story","TA",109500.00000000007
6,"CollgCr",2.0,"Gtl",1682,0,"RL","WD",299.0,1998,"2Story","Gd",200499.99999999997
5,"NAmes",2.0,"Gtl",910,196,"RL","WD",105.0,1996,"1Story","TA",116000.00000000006
5,"NAmes",1.0,"Gtl",1268,0,"RL","WD",457.0,1950,"1Story","TA",132999.99999999997
5,"OldTown",1.0,"Gtl",1131,26,"RM","WD",676.0,1950,"1.5Fin","TA",66499.99999999997
8,"Somerst",2.0,"Gtl",2610,208,"FV","New",1120.0,2007,"2Story","Gd",303477.0000000001
4,"Mitchel",2.0,"Mod",1040,0,"RL","WD",431.0,1963,"1Story","TA",132249.99999999994
9,"NridgHt",3.0,"Gtl",2224,184,"RL","WD",292.0,2005,"2Story","Ex",350000.0000000001
5,"Sawyer",2.0,"Gtl",1155,192,"RL","WD",210.0,1995,"SFoyer","TA",147999.9999999999
5,"CollgCr",1.0,"Gtl",864,0,"RL","WD",218.0,2005,"1Story","TA",136500.0000000001
5,"Edwards",2.0,"Gtl",1090,0,"RL","WD",110.0,2006,"1Story","Ex",156999.9999999999
7,"Timber",2.0,"Gtl",1717,168,"RL","WD",254.0,1991,"1.5Fin","Gd",187500.00000000006
6,"Gilbert",2.0,"Gtl",1593,342,"RL","WD",808.0,1993,"2Story","Gd",177999.99999999994
4,"SWISU",1.0,"Gtl",2230,0,"RL","WD",795.0,1950,"2.5Fin","TA",118500.0
5,"NAmes",1.0,"Gtl",892,0,"RL","WD",460.0,1967,"1Story","TA",100000.00000000001
9,"Somerst",2.0,"Gtl",1709,97,"FV","CWD",460.0,2000,"1Story","Ex",328900.0
5,"NAmes",2.0,"Gtl",1712,272,"RL","WD",1098.0,2005,"1Story","TA",144999.99999999994
5,"Edwards",1.0,"Gtl",1393,121,"RL","WD",816.0,1955,"1.5Fin","TA",135499.99999999997
8,"NAmes",2.0,"Mod",2217,81,"RL","WD",1043.0,1970,"1Story","TA",268000.0000000001
6,"NAmes",2.0,"Gtl",1505,0,"RL","WD",481.0,1953,"1Story","TA",149499.99999999988
5,"NAmes",2.0,"Gtl",924,0,"RL","WD",672.0,2006,"1.5Fin","TA",122900.0
6,"Sawyer",2.0,"Gtl",1683,243,"RL","WD",192.0,1978,"2Story","TA",172500.0
6,"Sawyer",1.0,"Gtl",1068,192,"RL","WD",396.0,2003,"1Story","TA",154499.99999999988
5,"Sawyer",1.0,"Gtl",1383,511,"RL","WD",319.0,1954,"1Story","Gd",165000.00000000006
5,"SawyerW",2.0,"Gtl",1535,0,"RL","WD",0.0,1979,"1Story","_NA",118858.00000000004
6,"NAmes",2.0,"Gtl",1796,0,"RL","WD",380.0,1963,"2Story","TA",139999.9999999999
4,"IDOTRR",1.0,"Gtl",951,0,"RM","WD",666.0,1950,"1Story","TA",106500.0
5,"SawyerW",2.0,"Gtl",2240,154,"RL","WD",0.0,1979,"2Story","_NA",142953.00000000006
9,"NridgHt",3.0,"Gtl",2364,0,"RL","New",142.0,2010,"1Story","Ex",611656.9999999995
5,"Sawyer",1.0,"Gtl",1236,0,"RL","WD",447.0,1994,"1Story","TA",135000.00000000012
4,"NAmes",1.0,"Gtl",858,0,"RL","WD",536.0,1971,"1Story","TA",109999.99999999991
5,"NAmes",1.0,"Gtl",1306,0,"RL","WD",132.0,2000,"1Story","TA",152999.99999999994
7,"Gilbert",2.0,"Gtl",1509,0,"RL","WD",783.0,2003,"2Story","Gd",179999.99999999997
7,"Gilbert",3.0,"Gtl",1670,144,"RL","New",1670.0,2006,"1Story","Gd",240000.00000000015
5,"Sawyer",1.0,"Gtl",902,0,"RL","WD",277.0,1967,"1Story","TA",125499.99999999991
5,"NAmes",1.0,"Gtl",1063,0,"RL","WD",412.0,1954,"1Story","TA",128000.00000000004
8,"Somerst",3.0,"Gtl",1636,0,"RL","WD",1560.0,2006,"1Story","Gd",254999.99999999985
7,"Crawfor",1.0,"Gtl",2057,0,"RL","WD",794.0,1987,"1.5Fin","Gd",249999.99999999983
5,"Mitchel",2.0,"Mod",902,164,"RL","WD",239.0,1983,"1Story","Gd",130999.99999999993
6,"Gilbert",2.0,"Gtl",1484,36,"RL","WD",742.0,2005,"2Story","Gd",173999.99999999997
5,"NAmes",2.0,"Gtl",2274,0,"RL","WD",662.0,1960,"2Story","TA",154299.9999999999
5,"CollgCr",1.0,"Mod",1268,173,"RL","WD",1072.0,1989,"1Story","Gd",143500.00000000012
5,"BrkSide",1.0,"Gtl",1015,0,"RM","WD",279.0,1950,"1Story","TA",88000.00000000001
5,"Crawfor",3.0,"Gtl",2002,0,"RH","WD",717.0,1950,"2Story","TA",144999.99999999994
6,"Somerst",2.0,"Gtl",1224,0,"FV","New",318.0,2009,"2Story","Gd",173732.99999999985
4,"MeadowV",1.0,"Gtl",1092,0,"RM","WD",546.0,1970,"2Story","TA",74999.99999999996
2,"IDOTRR",1.0,"Gtl",480,0,"C (all)","WD",430.0,1950,"1Story","TA",35311.000000000015
4,"Edwards",1.0,"Gtl",1229,0,"RL","WD",75.0,1956,"1Story","TA",135000.00000000012
7,"SawyerW",3.0,"Gtl",2127,72,"RL","WD",422.0,1991,"2Story","Ex",237999.9999999998
6,"NAmes",2.0,"Gtl",1414,0,"RL","WD",245.0,2002,"1Story","Gd",176499.99999999988
6,"SawyerW",2.0,"Gtl",1721,300,"RL","WD",114.0,1994,"2Story","Gd",200999.99999999994
5,"Edwards",0.0,"Gtl",2200,0,"RL","WD",188.0,2003,"1.5Fin","TA",145899.99999999988
6,"Gilbert",2.0,"Gtl",1316,100,"RL","New",1288.0,2006,"1Story","Gd",169989.99999999985
6,"SawyerW",2.0,"Gtl",1617,0,"RL","WD",598.0,1994,"1Story","Gd",192999.99999999997
6,"NWAmes",2.0,"Gtl",1686,384,"RL","WD",0.0,1980,"1Story","Gd",207499.99999999985
5,"NWAmes",2.0,"Gtl",1126,180,"RL","WD",266.0,1977,"1Story","Gd",175000.00000000003
8,"NridgHt",3.0,"Gtl",2374,104,"RL","WD",1181.0,2004,"2Story","Gd",285000.0
7,"NWAmes",2.0,"Gtl",1978,0,"RL","WD",280.0,1968,"2Story","TA",176000.00000000006
8,"CollgCr",2.0,"Gtl",1788,202,"RL","WD",1753.0,2001,"1Story","Gd",236499.99999999983
7,"Gilbert",2.0,"Gtl",2236,0,"RL","WD",964.0,1997,"2Story","Gd",222000.00000000012
8,"Timber",3.0,"Gtl",1466,100,"RL","WD",1450.0,2007,"1Story","Gd",200999.99999999994
5,"NAmes",1.0,"Gtl",925,0,"RL","WD",121.0,1965,"1Story","TA",117499.99999999996
9,"Somerst",3.0,"Gtl",1905,0,"RL","WD",1905.0,2006,"1Story","Ex",319999.9999999998
7,"CollgCr",2.0,"Gtl",1500,192,"RL","WD",1480.0,2004,"1Story","Gd",190000.00000000012
7,"NAmes",2.0,"Mod",2069,0,"RL","WD",160.0,2007,"1Story","Gd",242000.00000000003
4,"BrkSide",2.0,"Gtl",747,0,"RL","WD",600.0,1953,"1Story","Fa",79900.00000000003
7,"SawyerW",2.0,"Gtl",1200,0,"RL","WD",343.0,2003,"1Story","Gd",184899.99999999988
7,"Somerst",2.0,"Gtl",1971,0,"RL","WD",772.0,2005,"2Story","Gd",252999.99999999997
7,"CollgCr",3.0,"Gtl",1962,0,"RL","New",927.0,2006,"2Story","Gd",239798.99999999985
7,"ClearCr",1.0,"Gtl",2403,56,"RL","COD",1032.0,1950,"2Story","TA",244399.9999999998
6,"Mitchel",2.0,"Gtl",1728,40,"RL","WD",396.0,1976,"1Story","TA",150900.00000000012
7,"Gilbert",2.0,"Gtl",2060,0,"RL","WD",220.0,1999,"2Story","Gd",214000.00000000006
4,"Edwards",0.0,"Gtl",1440,321,"RL","Oth",0.0,1977,"1Story","Gd",149999.99999999994
5,"Mitchel",2.0,"Gtl",1632,0,"RL","WD",1632.0,1967,"1Story","TA",142999.9999999999
6,"Timber",2.0,"Gtl",1344,0,"RL","COD",354.0,1958,"SLvl","TA",137500.0
5,"OldTown",2.0,"Gtl",1869,48,"RM","WD",0.0,1996,"1.5Fin","TA",124900.00000000004
5,"NAmes",1.0,"Gtl",1144,86,"RL","WD",102.0,1959,"SLvl","TA",142999.9999999999
8,"Timber",3.0,"Gtl",1629,0,"RL","WD",316.0,2003,"1Story","Gd",269999.99999999977
7,"CollgCr",2.0,"Gtl",1776,144,"RL","WD",936.0,2002,"2Story","Gd",192499.99999999983
6,"NWAmes",2.0,"Gtl",1381,0,"RL","WD",179.0,2006,"1Story","TA",197499.99999999997
5,"NAmes",2.0,"Gtl",864,194,"RL","WD",317.0,2002,"1Story","TA",129000.00000000006
5,"SawyerW",1.0,"Gtl",965,421,"RH","WD",187.0,1965,"1Story","TA",119900.00000000003
5,"CollgCr",1.0,"Gtl",768,192,"RL","WD",108.0,2003,"SFoyer","Gd",133900.0
5,"Mitchel",2.0,"Mod",1968,305,"RL","WD",29.0,1969,"2Story","TA",171999.9999999999
6,"Edwards",0.0,"Gtl",980,0,"RL","WD",0.0,1975,"SFoyer","Gd",127499.99999999991
6,"Crawfor",2.0,"Gtl",1958,0,"RH","WD",495.0,1950,"2Story","Gd",144999.99999999994
6,"Blueste",2.0,"Gtl",1229,150,"RM","WD",276.0,1980,"2Story","Gd",124000.0000000001
5,"Sawyer",2.0,"Gtl",1057,0,"RL","WD",640.0,1962,"1Story","TA",131999.99999999994
7,"CollgCr",2.0,"Gtl",1337,0,"RL","WD",638.0,2003,"1Story","Gd",185000.00000000006
7,"Somerst",2.0,"Gtl",1416,0,"FV","WD",92.0,1999,"2Story","Gd",155000.0
5,"BrkSide",0.0,"Gtl",858,117,"RL","WD",162.0,2008,"1Story","TA",116500.00000000001
6,"NWAmes",2.0,"Gtl",2872,550,"RL","WD",434.0,1995,"2Story","Gd",271999.9999999998
6,"NPkVill",2.0,"Gtl",1548,48,"RL","WD",248.0,1976,"2Story","Gd",155000.0
9,"CollgCr",2.0,"Gtl",1800,288,"RL","WD",1800.0,2007,"1Story","Ex",239000.00000000003
7,"Timber",2.0,"Gtl",1894,0,"RL","WD",193.0,2003,"2Story","Gd",214900.00000000006
6,"Gilbert",2.0,"Gtl",1484,0,"RL","New",783.0,2007,"2Story","Gd",178899.99999999985
5,"Crawfor",1.0,"Gtl",1308,0,"RL","WD",300.0,1950,"1.5Fin","TA",159999.9999999999
5,"NAmes",1.0,"Gtl",1098,0,"RL","WD",196.0,1955,"1Story","TA",135000.00000000012
3,"OldTown",0.0,"Gtl",968,0,"RM","WD",600.0,1950,"1.5Fin","TA",37899.99999999998
6,"NAmes",1.0,"Gtl",1095,0,"RL","ConLD",75.0,1958,"SLvl","TA",139999.9999999999
4,"NAmes",0.0,"Gtl",1192,0,"RL","WD",720.0,1950,"1.5Fin","TA",135000.00000000012
7,"NridgHt",2.0,"Gtl",1626,0,"RL","WD",197.0,2004,"2Story","Gd",172999.99999999988
6,"SawyerW",1.0,"Gtl",918,28,"RL","WD",918.0,1979,"1Story","Gd",99499.99999999996
7,"Somerst",2.0,"Gtl",1428,0,"FV","New",1428.0,2008,"1Story","Gd",181999.9999999999
7,"BrkSide",2.0,"Gtl",2019,509,"RL","WD",728.0,1993,"2Story","Gd",167499.9999999999
7,"Somerst",2.0,"Gtl",1382,153,"FV","WD",32.0,2000,"2Story","Gd",165000.00000000006
4,"BrkSide",0.0,"Gtl",869,0,"RL","WD",440.0,1958,"1Story","Gd",85500.0
7,"Somerst",2.0,"Gtl",1241,0,"FV","New",135.0,2007,"1Story","Gd",199900.0
4,"Edwards",2.0,"Mod",894,0,"RL","WD",342.0,1954,"1Story","TA",109999.99999999991
5,"Sawyer",2.0,"Gtl",1121,0,"RL","WD",470.0,1963,"1Story","TA",138999.99999999994
7,"NAmes",2.0,"Gtl",999,144,"RL","WD",77.0,2007,"SFoyer","TA",178400.00000000015
8,"NoRidge",3.0,"Gtl",2612,250,"RL","WD",371.0,1999,"2Story","Gd",335999.9999999999
7,"Blmngtn",2.0,"Gtl",1266,100,"RL","WD",1266.0,2007,"1Story","Gd",159894.99999999994
8,"CollgCr",2.0,"Gtl",2290,0,"RL","WD",1128.0,2002,"2Story","Gd",255899.99999999977
5,"Mitchel",2.0,"Gtl",1734,0,"RL","COD",0.0,1977,"1.5Fin","_NA",126000.00000000007
5,"Edwards",1.0,"Gtl",1164,0,"RL","ConLD",124.0,1950,"1Story","TA",124999.99999999991
6,"OldTown",1.0,"Gtl",1635,394,"RM","WD",485.0,2003,"1.5Fin","TA",117000.0
9,"NridgHt",3.0,"Gtl",1940,168,"RL","New",284.0,2010,"1Story","Ex",395192.0000000001
6,"NWAmes",2.0,"Gtl",2030,0,"RL","WD",692.0,1976,"2Story","TA",194999.99999999994
7,"Somerst",2.0,"Gtl",1576,0,"FV","New",770.0,2006,"2Story","Gd",197000.00000000012
8,"NoRidge",3.0,"Gtl",2392,0,"RL","WD",322.0,1998,"2Story","Gd",348000.0
8,"OldTown",2.0,"Gtl",1742,0,"RM","WD",700.0,1986,"2Story","TA",167999.99999999994
6,"NAmes",2.0,"Mod",1851,239,"RL","WD",169.0,1993,"2Story","TA",187000.00000000017
6,"CollgCr",2.0,"Gtl",1500,0,"RL","New",750.0,2006,"2Story","Gd",173900.00000000012
10,"NridgHt",3.0,"Gtl",1718,216,"RL","WD",528.0,2007,"1Story","Ex",337500.0
4,"BrkSide",1.0,"Mod",1230,0,"RL","WD",363.0,1950,"1.5Fin","TA",121600.00000000009
5,"NAmes",1.0,"Gtl",1050,0,"RL","COD",135.0,1961,"1Story","TA",136500.0000000001
6,"NWAmes",2.0,"Gtl",1442,371,"RL","WD",1442.0,1970,"1Story","TA",185000.00000000006
3,"IDOTRR",1.0,"Gtl",1077,0,"RM","WD",1007.0,1950,"1Story","TA",90999.99999999996
7,"CollgCr",2.0,"Gtl",1208,105,"RL","WD",501.0,2006,"1Story","Gd",206000.0
3,"Edwards",2.0,"Gtl",944,0,"RL","WD",0.0,1952,"1Story","_NA",81999.99999999993
5,"OldTown",1.0,"Gtl",691,0,"RL","WD",691.0,1950,"1Story","Fa",85999.99999999994
8,"Somerst",3.0,"Gtl",1574,144,"RL","WD",1550.0,2006,"1Story","Gd",232000.00000000015
5,"NWAmes",2.0,"Gtl",1680,0,"RL","WD",1680.0,1976,"1Story","TA",136904.99999999997
7,"Blmngtn",2.0,"Gtl",1504,156,"RL","WD",1330.0,2006,"1Story","Gd",180999.99999999985
5,"CollgCr",1.0,"Gtl",985,210,"RL","WD",390.0,1977,"SLvl","Gd",149899.99999999994
6,"NAmes",2.0,"Gtl",1657,0,"RL","WD",420.0,1970,"1Story","Gd",163500.00000000012
4,"MeadowV",1.0,"Gtl",1092,238,"RM","WD",0.0,1970,"2Story","TA",88000.00000000001
7,"Mitchel",2.0,"Gtl",1710,100,"RL","WD",1710.0,2005,"1Story","Ex",240000.00000000015
5,"SWISU",0.0,"Gtl",1522,0,"RL","WD",1008.0,1950,"1.5Fin","TA",102000.00000000003
5,"Sawyer",1.0,"Gtl",1271,0,"RL","WD",720.0,1950,"1.5Fin","TA",135000.00000000012
5,"Edwards",0.0,"Gtl",1664,0,"RL","WD",0.0,1965,"1Story","_NA",100000.00000000001
6,"Crawfor",1.0,"Gtl",1502,96,"RL","WD",602.0,1996,"2Story","TA",165000.00000000006
5,"OldTown",1.0,"Gtl",1022,0,"RM","WD",310.0,2006,"1Story","TA",85000.0
6,"NAmes",1.0,"Gtl",1082,0,"RL","WD",746.0,1950,"1Story","TA",119199.99999999999
8,"NWAmes",2.0,"Gtl",1665,0,"RL","WD",167.0,2001,"2Story","Gd",226999.9999999998
7,"CollgCr",2.0,"Gtl",1504,115,"RL","WD",814.0,1996,"1Story","Gd",203000.00000000012
8,"StoneBr",2.0,"Gtl",1360,63,"RL","COD",184.0,1984,"1Story","Gd",187500.00000000006
7,"Gilbert",2.0,"Gtl",1472,164,"RL","WD",384.0,1992,"SLvl","Gd",159999.9999999999
7,"Blmngtn",2.0,"Gtl",1506,142,"RL","WD",1346.0,2005,"1Story","Gd",213490.0
4,"Edwards",2.0,"Gtl",1132,252,"RL","WD",108.0,2005,"1Story","Gd",176000.00000000006
7,"CollgCr",2.0,"Gtl",1220,105,"RL","New",515.0,2006,"1Story","Gd",193999.99999999997
5,"OldTown",1.0,"Gtl",1248,0,"RM","WD",588.0,1950,"1.5Fin","TA",86999.99999999997
7,"Blmngtn",2.0,"Gtl",1504,156,"RL","WD",1330.0,2006,"1Story","Gd",190999.99999999994
